,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
3363,26.0,M,B,F,Late Morning (9am-12pm),12,Tuesday,31,January,2017,40s,40.02,Overcast,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
3364,16.0,F,B,M,Early Afternoon (1-4pm),13,Tuesday,31,January,2017,40s,40.02,Overcast,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
3365,16.0,F,B,M,Early Afternoon (1-4pm),13,Tuesday,31,January,2017,40s,40.02,Overcast,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
3366,16.0,F,B,M,Early Afternoon (1-4pm),13,Tuesday,31,January,2017,40s,40.02,Overcast,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
3367,22.0,F,B,M,Morning (4-8am),5,Wednesday,01,February,2017,30s,36.83,Light Snow,"100 Block Moultrie ST Pittsburgh, PA 15219",40.4380173,-79.97418721,West Oakland,4
3368,32.0,M,W,M,Early Afternoon (1-4pm),15,Wednesday,01,February,2017,30s,36.83,Light Snow,"5100 Block Natrona WY Pittsburgh, PA 15201",40.47757275,-79.95437856,Upper Lawrenceville,2
3369,20.0,M,W,M,Evening (9-12am),22,Wednesday,01,February,2017,30s,36.83,Light Snow,"500 Block Gallion AV Pittsburgh, PA 15226",40.39827934,-80.02156693,Brookline,6
3370,54.0,F,B,M,Early Afternoon (1-4pm),16,Wednesday,01,February,2017,30s,36.83,Light Snow,"1000 Block Chartiers AV Pittsburgh, PA 15220",40.44420027,-80.04060729999999,Elliott,6
3371,15.0,F,B,F,Late Morning (9am-12pm),9,Wednesday,01,February,2017,30s,36.83,Light Snow,"3800 Block O Hara ST Pittsburgh, PA 15213",40.44331555,-79.95956034,North Oakland,4
3372,31.0,M,B,F,Late Morning (9am-12pm),12,Wednesday,01,February,2017,30s,36.83,Light Snow,"1700 Block Belleau DR Pittsburgh, PA 15212",40.46030258,-80.00698007,Fineview,1
3373,31.0,F,W,F,Early Afternoon (1-4pm),16,Wednesday,01,February,2017,30s,36.83,Light Snow,"2800 Block Arlington AV Pittsburgh, PA 15210",40.41728847,-79.96926477,South Side Slopes,3
3374,14.0,M,B,M,Early Afternoon (1-4pm),16,Wednesday,01,February,2017,30s,36.83,Light Snow,"4400 Block Penn AV Pittsburgh, PA 15224",40.46591305,-79.9532507,Central Lawrenceville,2
3375,22.0,M,W,F,Late Morning (9am-12pm),9,Wednesday,01,February,2017,30s,36.83,Light Snow,"200 Block S Highland AV Pittsburgh, PA 15206",40.45853284,-79.92543474,Shadyside,4
3376,18.0,M,B,M,Early Afternoon (1-4pm),16,Wednesday,01,February,2017,30s,36.83,Light Snow,"900 Block Agnew RD Pittsburgh, PA 15227",40.40023906,-79.96618933,Hays,4
3377,26.0,M,B,F,Late Morning (9am-12pm),12,Wednesday,01,February,2017,30s,36.83,Light Snow,"2900 Block Zephyr AV Pittsburgh, PA 15204",40.45481144,-80.05195555,Sheraden,6
3378,12.0,F,B,M,Early Afternoon (1-4pm),15,Wednesday,01,February,2017,30s,36.83,Light Snow,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
3379,10.0,M,B,F,Early Afternoon (1-4pm),15,Wednesday,01,February,2017,30s,36.83,Light Snow,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
3380,21.0,F,B,M,Early Evening (5-8pm),17,Wednesday,01,February,2017,30s,36.83,Light Snow,"Lyon ST & Anaheim ST Pittsburgh, PA 15219",40.45200946,-79.96061435,Upper Hill,2
3381,20.0,M,B,M,Early Evening (5-8pm),17,Wednesday,01,February,2017,30s,36.83,Light Snow,"Lyon ST & Anaheim ST Pittsburgh, PA 15219",40.45200946,-79.96061435,Upper Hill,2
3382,52.0,M,B,M,Early Evening (5-8pm),19,Wednesday,01,February,2017,30s,36.83,Light Snow,"2500 Block E Carson ST Pittsburgh, PA 15203",40.42747712,-79.96981763,South Side Flats,3
3383,32.0,M,W,F,Early Evening (5-8pm),19,Wednesday,01,February,2017,30s,36.83,Light Snow,"400 Block N Shore DR Pittsburgh, PA 15212",40.44626305,-80.01233658,North Shore,1
3384,20.0,M,B,M,Early Evening (5-8pm),19,Wednesday,01,February,2017,30s,36.83,Light Snow,"700 Block Allegheny AV Pittsburgh, PA 15233",40.44971564,-80.01824761,Chateau,1
3385,35.0,M,B,M,Early Evening (5-8pm),19,Wednesday,01,February,2017,30s,36.83,Light Snow,"300 Block W Burgess ST Pittsburgh, PA 15214",40.46650185,-80.01336204,Perry South,1
3386,19.0,M,B,M,Early Evening (5-8pm),20,Wednesday,01,February,2017,30s,36.83,Light Snow,"900 Block Lilac ST Pittsburgh, PA 15217",40.42474452,-79.93283783,Greenfield,4
3387,15.0,F,B,M,Late Morning (9am-12pm),12,Wednesday,01,February,2017,30s,36.83,Light Snow,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
3388,37.0,M,W,M,Early Afternoon (1-4pm),14,Wednesday,01,February,2017,30s,36.83,Light Snow,"2500 Block West Liberty AV Pittsburgh, PA 15226",40.39918465,-80.02549344,Beechview,6
3389,44.0,M,B,M,Late Morning (9am-12pm),10,Wednesday,01,February,2017,30s,36.83,Light Snow,"2800 Block Larkins WY Pittsburgh, PA 15203",40.42521123,-79.96686070000001,South Side Flats,3
3390,54.0,F,B,F,Early Afternoon (1-4pm),14,Wednesday,01,February,2017,30s,36.83,Light Snow,"2500 Block Wyandotte ST Pittsburgh, PA 15213",40.441875599999996,-79.96787345,West Oakland,4
3391,17.0,M,W,M,Early Afternoon (1-4pm),14,Wednesday,01,February,2017,30s,36.83,Light Snow,"1900 Block Brownsville RD Pittsburgh, PA 15210",40.39605243,-79.98750550000001,Carrick,3
3392,53.0,M,B,F,Early Afternoon (1-4pm),15,Wednesday,01,February,2017,30s,36.83,Light Snow,"900 Block Liberty AV Pittsburgh, PA 15222",40.44288811,-79.99793652,Central Business District,2
3393,27.0,F,W,M,Early Afternoon (1-4pm),16,Wednesday,01,February,2017,30s,36.83,Light Snow,"3000 Block Merwyn AV Pittsburgh, PA 15204",40.45726758,-80.05185635,Sheraden,6
3394,49.0,M,B,M,Early Morning (12-3am),1,Wednesday,01,February,2017,30s,36.83,Light Snow,"N Homewood AV & Kelly ST Pittsburgh, PA 15208",40.45552635,-79.89702375,Homewood South,5
3395,25.0,M,B,M,Early Afternoon (1-4pm),14,Thursday,02,February,2017,30s,34.51,Overcast,"7100 Block Hermitage ST Pittsburgh, PA 15208",40.46065773,-79.89748551,Homewood North,5
3396,26.0,M,B,F,Early Afternoon (1-4pm),13,Thursday,02,February,2017,30s,34.51,Overcast,"2000 Block De Ruad ST Pittsburgh, PA 15219",40.45167392,-80.04190688,West Oakland,4
3397,32.0,F,W,M,Late Morning (9am-12pm),9,Thursday,02,February,2017,30s,34.51,Overcast,"2700 Block Banksville AV Pittsburgh, PA 15216",40.40572665,-80.03872426,Banksville,6
3398,17.0,M,B,F,Early Afternoon (1-4pm),16,Thursday,02,February,2017,30s,34.51,Overcast,"300 Block Cedarhurst ST Pittsburgh, PA 15210",40.41809651,-80.00222692,Beltzhoover,3
3399,24.0,M,B,M,Late Morning (9am-12pm),9,Thursday,02,February,2017,30s,34.51,Overcast,"1900 Block Westmont AV Pittsburgh, PA 15210",40.39565108,-79.98853479,Carrick,3
3400,28.0,M,W,M,Early Afternoon (1-4pm),15,Thursday,02,February,2017,30s,34.51,Overcast,"1000 Block Chelton AV Pittsburgh, PA 15226",40.39135055,-80.01714366,Brookline,6
3401,21.0,M,B,M,Early Afternoon (1-4pm),13,Thursday,02,February,2017,30s,34.51,Overcast,"E Carson ST & S 15th ST Pittsburgh, PA 15203",40.42881518,-79.98342493,South Side Flats,3
3402,17.0,F,B,M,Late Morning (9am-12pm),9,Thursday,02,February,2017,30s,34.51,Overcast,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",40.45552397,-79.88801848,Homewood North,5
3403,54.0,F,B,M,Early Morning (12-3am),4,Thursday,02,February,2017,30s,34.51,Overcast,"500 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47865057,-80.00096629,Northview Heights,1
3404,20.0,F,W,M,Morning (4-8am),5,Thursday,02,February,2017,30s,34.51,Overcast,"2700 Block Shiras AV Pittsburgh, PA 15216",40.40396887,-80.03032936,Beechview,6
3405,26.0,M,W,F,Early Evening (5-8pm),17,Thursday,02,February,2017,30s,34.51,Overcast,"1300 Block Bellaire PL Pittsburgh, PA 15226",40.39291993,-80.01080882,Brookline,6
3406,26.0,F,W,M,Morning (4-8am),6,Thursday,02,February,2017,30s,34.51,Overcast,"900 Block Watson ST Pittsburgh, PA 15219",40.43824766,-79.99155821,Bluff,2
3407,49.0,M,B,M,Late Morning (9am-12pm),9,Thursday,02,February,2017,30s,34.51,Overcast,"1400 Block W Sycamore ST Pittsburgh, PA 15211",40.4341461,-80.02170490000002,Duquesne Heights,3
3408,26.0,M,B,F,Early Evening (5-8pm),17,Thursday,02,February,2017,30s,34.51,Overcast,"Almeda ST & Fedora ST Pittsburgh, PA 15207",40.40326405,-79.94022998,Hazelwood,4
3409,22.0,M,B,M,Early Afternoon (1-4pm),13,Thursday,02,February,2017,30s,34.51,Overcast,"200 Block Burrows ST Pittsburgh, PA 15213",40.43861001,-79.96802029,Terrace Village,2
3410,48.0,M,W,M,Late Morning (9am-12pm),12,Thursday,02,February,2017,30s,34.51,Overcast,"E Carson ST & Wabash TUN Pittsburgh, PA 15219",40.43280882,-80.00509467,South Shore,3
3411,47.0,M,W,M,Early Evening (5-8pm),17,Thursday,02,February,2017,30s,34.51,Overcast,"2000 Block Broadway AV Pittsburgh, PA 15216",40.40640608,-80.02886774,Beechview,6
3412,10.0,M,O,F,Early Afternoon (1-4pm),13,Thursday,02,February,2017,30s,34.51,Overcast,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46472734,-80.02383854,Marshall-Shadeland,1
3413,33.0,M,W,M,Early Evening (5-8pm),19,Thursday,02,February,2017,30s,34.51,Overcast,"100 Block Federal ST Pittsburgh, PA 15212",40.44779138,-80.00376367,North Shore,1
3414,22.0,M,B,F,Evening (9-12am),22,Thursday,02,February,2017,30s,34.51,Overcast,"3000 Block Terrace ST Pittsburgh, PA 15219",40.44120536,-79.96859576,Terrace Village,2
3415,25.0,M,B,M,Evening (9-12am),22,Thursday,02,February,2017,30s,34.51,Overcast,"3000 Block Terrace ST Pittsburgh, PA 15219",40.44120536,-79.96859576,Terrace Village,2
3416,22.0,M,B,F,Evening (9-12am),23,Thursday,02,February,2017,30s,34.51,Overcast,"1300 Block Evers DR Pittsburgh, PA 15206",40.47181795,-79.89855708,Lincoln-Lemington-Belmar,5
3417,28.0,M,B,F,Early Evening (5-8pm),18,Thursday,02,February,2017,30s,34.51,Overcast,"800 Block Suismon ST Pittsburgh, PA 15212",40.45581482,-79.99735506,East Allegheny,1
3418,16.0,M,B,F,Early Evening (5-8pm),20,Thursday,02,February,2017,30s,34.51,Overcast,"Rose ST & Grove ST Pittsburgh, PA 15219",40.44304005,-79.97888051,Middle Hill,2
3419,18.0,M,B,M,Evening (9-12am),21,Thursday,02,February,2017,30s,34.51,Overcast,"Rose ST & Grove ST Pittsburgh, PA 15219",40.44304005,-79.97888051,Middle Hill,2
3420,18.0,M,B,M,Evening (9-12am),21,Thursday,02,February,2017,30s,34.51,Overcast,"Rose ST & Grove ST Pittsburgh, PA 15219",40.44304005,-79.97888051,Middle Hill,2
3421,35.0,F,B,F,Late Morning (9am-12pm),9,Friday,03,February,2017,20s,26.69,Partly Cloudy,"7100 Block Frankstown AV Pittsburgh, PA 15208",40.45783765,-79.89848267,Homewood North,5
3422,39.0,M,B,F,Early Afternoon (1-4pm),13,Friday,03,February,2017,20s,26.69,Partly Cloudy,"900 Block Western AV Pittsburgh, PA 15233",40.45207945,-80.01680324,Allegheny West,1
3423,39.0,M,B,F,Early Afternoon (1-4pm),13,Friday,03,February,2017,20s,26.69,Partly Cloudy,"6000 Block PENN AV Pittsburgh, PA 15206",40.46107732,-79.92457748,East Liberty,5
3424,39.0,M,B,F,Early Afternoon (1-4pm),13,Friday,03,February,2017,20s,26.69,Partly Cloudy,"Ridge AV & Galveston AV Pittsburgh, PA 15212",40.450123600000005,-80.01591817,Allegheny West,1
3425,17.0,M,B,M,Late Morning (9am-12pm),10,Friday,03,February,2017,20s,26.69,Partly Cloudy,"3200 Block Brighton RD Pittsburgh, PA 15212",40.47563977,-80.03076371,Marshall-Shadeland,1
3426,17.0,M,B,M,Late Morning (9am-12pm),10,Friday,03,February,2017,20s,26.69,Partly Cloudy,"3200 Block Brighton RD Pittsburgh, PA 15212",40.47563977,-80.03076371,Marshall-Shadeland,1
3427,16.0,M,B,M,Late Morning (9am-12pm),10,Friday,03,February,2017,20s,26.69,Partly Cloudy,"3200 Block Brighton RD Pittsburgh, PA 15212",40.47563977,-80.03076371,Marshall-Shadeland,1
3428,13.0,M,B,M,Late Morning (9am-12pm),10,Friday,03,February,2017,20s,26.69,Partly Cloudy,"3200 Block Brighton RD Pittsburgh, PA 15212",40.47563977,-80.03076371,Marshall-Shadeland,1
3429,14.0,M,B,M,Late Morning (9am-12pm),10,Friday,03,February,2017,20s,26.69,Partly Cloudy,"3200 Block Brighton RD Pittsburgh, PA 15212",40.47563977,-80.03076371,Marshall-Shadeland,1
3430,14.0,M,B,F,Late Morning (9am-12pm),9,Friday,03,February,2017,20s,26.69,Partly Cloudy,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",40.46041084,-79.90014173,Homewood West,5
3431,25.0,M,B,F,Early Morning (12-3am),1,Friday,03,February,2017,20s,26.69,Partly Cloudy,"N Lang AV & Hamilton AV Pittsburgh, PA 15208",40.455107,-79.89964249,Homewood South,5
3432,24.0,M,W,F,Early Morning (12-3am),1,Friday,03,February,2017,20s,26.69,Partly Cloudy,"1600 Block Smallman ST Pittsburgh, PA 15222",40.44956619,-79.98764669,Strip District,2
3433,28.0,M,B,M,Early Morning (12-3am),2,Friday,03,February,2017,20s,26.69,Partly Cloudy,"Chestnut ST & Phineas ST Pittsburgh, PA 15212",40.45540464,-79.99466877,East Allegheny,1
3434,46.0,M,W,F,Early Morning (12-3am),2,Friday,03,February,2017,20s,26.69,Partly Cloudy,"400 Block Bailey AV Pittsburgh, PA 15211",40.42668677,-79.99981738,Mount Washington,3
3435,25.0,M,B,F,Early Morning (12-3am),2,Friday,03,February,2017,20s,26.69,Partly Cloudy,"S 18th ST & Wrights WY Pittsburgh, PA 15203",40.42922838,-79.98051371,South Side Flats,3
3436,35.0,M,W,M,Morning (4-8am),5,Friday,03,February,2017,20s,26.69,Partly Cloudy,"300 Block Marlow ST Pittsburgh, PA 15220",40.44414654,-80.03830359,Elliott,6
3437,30.0,M,W,M,Early Morning (12-3am),4,Friday,03,February,2017,20s,26.69,Partly Cloudy,"30 Block Revere WY Pittsburgh, PA 15219",40.45776194,-79.96638965,Polish Hill,2
3438,24.0,M,W,M,Early Evening (5-8pm),17,Friday,03,February,2017,20s,26.69,Partly Cloudy,"West End Brg RAMP & Beaver AV Pittsburgh, PA 15212",0.0,0.0,Chateau,1
3439,34.0,M,B,F,Early Evening (5-8pm),17,Friday,03,February,2017,20s,26.69,Partly Cloudy,"800 Block Western AV Pittsburgh, PA 15233",40.45245427,-80.01406062,Allegheny West,1
3440,40.0,F,B,F,Early Evening (5-8pm),19,Friday,03,February,2017,20s,26.69,Partly Cloudy,"5900 Block Centre AV Pittsburgh, PA 15206",40.4591906,-79.92740885,East Liberty,5
3441,61.0,M,W,M,Evening (9-12am),22,Friday,03,February,2017,20s,26.69,Partly Cloudy,"4400 Block Cherryland ST Pittsburgh, PA 15214",40.49650025,-80.00894817,Summer Hill,1
3442,27.0,M,B,M,Evening (9-12am),21,Friday,03,February,2017,20s,26.69,Partly Cloudy,"Colwell ST & Miller ST Pittsburgh, PA 15219",40.43911032,-79.98206592,Crawford-Roberts,2
3443,27.0,M,W,M,Evening (9-12am),23,Friday,03,February,2017,20s,26.69,Partly Cloudy,"1700 Block Saw Mill Run BL Pittsburgh, PA 15210",40.39604688,-79.99846543,Carrick,3
3444,15.0,M,B,M,Late Morning (9am-12pm),9,Friday,03,February,2017,20s,26.69,Partly Cloudy,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Perry North,1
3445,49.0,M,B,M,Early Afternoon (1-4pm),15,Friday,03,February,2017,20s,26.69,Partly Cloudy,"1500 Block Lowrie ST Pittsburgh, PA 15212",40.46157656,-79.98505311,Troy Hill,1
3446,58.0,M,W,M,Late Morning (9am-12pm),9,Friday,03,February,2017,20s,26.69,Partly Cloudy,"20 Block Oakwood RD Pittsburgh, PA 15205",40.42863352,-80.06660188,Oakwood,6
3447,30.0,M,B,F,Early Afternoon (1-4pm),16,Saturday,04,February,2017,20s,28.3,Clear,"East Commons & Allegheny SQ Pittsburgh, PA 15212",40.45343378,-80.00384025,Allegheny Center,1
3448,39.0,M,W,M,Early Evening (5-8pm),20,Saturday,04,February,2017,20s,28.3,Clear,"1900 Block Gebhart ST Pittsburgh, PA 15212",40.46876597,-79.98603744,Spring Garden,1
3449,30.0,M,W,F,Early Afternoon (1-4pm),16,Saturday,04,February,2017,20s,28.3,Clear,"600 Block General Robinson ST Pittsburgh, PA 15212",40.44948166,-79.9979525,North Shore,1
3450,45.0,F,B,M,Late Morning (9am-12pm),10,Saturday,04,February,2017,20s,28.3,Clear,"2100 Block Rhine ST Pittsburgh, PA 15212",40.46661676,-79.99367687,Spring Hill-City View,1
3451,23.0,F,B,M,Early Evening (5-8pm),17,Saturday,04,February,2017,20s,28.3,Clear,"2300 Block East Hills DR Pittsburgh, PA 15221",40.45656464,-79.87136146,East Hills,5
3452,64.0,M,B,M,Early Morning (12-3am),1,Saturday,04,February,2017,20s,28.3,Clear,"200 Block Penfort ST Pittsburgh, PA 15214",40.47460963,-80.00208314,Northview Heights,1
3453,16.0,M,W,M,Morning (4-8am),5,Saturday,04,February,2017,20s,28.3,Clear,"500 Block Rossmore AV Pittsburgh, PA 15226",40.39779589,-80.02272598,Brookline,6
3454,51.0,F,W,M,Early Evening (5-8pm),17,Saturday,04,February,2017,20s,28.3,Clear,"1800 Block Fallowfield AV Pittsburgh, PA 15216",40.40744855,-80.02376226,Beechview,6
3455,62.0,M,W,M,Early Evening (5-8pm),17,Saturday,04,February,2017,20s,28.3,Clear,"2600 Block Banksville AV Pittsburgh, PA 15216",40.40644305,-80.03653701,Banksville,6
3456,23.0,M,B,F,Early Evening (5-8pm),18,Saturday,04,February,2017,20s,28.3,Clear,"100 Block Rochelle ST Pittsburgh, PA 15210",40.41512107,-79.98808369,Knoxville,3
3457,25.0,M,B,M,Early Evening (5-8pm),18,Saturday,04,February,2017,20s,28.3,Clear,"Smithfield ST & 6th AV Pittsburgh, PA 15222",40.44145645,-79.99773116,Central Business District,2
3458,27.0,M,W,M,Early Evening (5-8pm),20,Saturday,04,February,2017,20s,28.3,Clear,"4000 Block Vinceton ST Pittsburgh, PA 15214",40.49047575,-80.02266595,Perry North,1
3459,34.0,M,W,M,Early Evening (5-8pm),20,Saturday,04,February,2017,20s,28.3,Clear,"4000 Block Vinceton ST Pittsburgh, PA 15214",40.49047575,-80.02266595,Perry North,1
3460,30.0,M,O,M,Late Morning (9am-12pm),11,Saturday,04,February,2017,20s,28.3,Clear,"Warriors RD & Shadyhill RD Pittsburgh, PA 15205",40.432128999999996,-80.04924488,Westwood,6
3461,35.0,M,B,F,Evening (9-12am),22,Saturday,04,February,2017,20s,28.3,Clear,"300 Block N Craig ST Pittsburgh, PA 15213",40.44559065,-79.94938724,North Oakland,4
3462,26.0,M,B,F,Evening (9-12am),23,Saturday,04,February,2017,20s,28.3,Clear,"300 Block N Craig ST Pittsburgh, PA 15213",40.44559065,-79.94938724,North Oakland,4
3463,50.0,M,B,M,Evening (9-12am),23,Saturday,04,February,2017,20s,28.3,Clear,"7300 Block Penn AV Pittsburgh, PA 15208",40.44797895,-79.89916644,Point Breeze,4
3464,35.0,M,B,M,Early Morning (12-3am),2,Saturday,04,February,2017,20s,28.3,Clear,"300 Block N Craig ST Pittsburgh, PA 15213",40.44559065,-79.94938724,North Oakland,4
3465,21.0,M,B,M,Early Morning (12-3am),1,Saturday,04,February,2017,20s,28.3,Clear,"1700 Block E Carson ST Pittsburgh, PA 15203",40.4285852,-79.98186901,South Side Flats,3
3466,31.0,F,W,F,Early Morning (12-3am),1,Saturday,04,February,2017,20s,28.3,Clear,"N CHARLES ST & PERRYSVILLE AV Pittsburgh, PA 15212",40.47100586,-80.00859837,Perry South,1
3467,22.0,M,B,M,Early Morning (12-3am),1,Saturday,04,February,2017,20s,28.3,Clear,"2200 Block Somers DR Pittsburgh, PA 15219",40.44942249,-79.97568703,Bedford Dwellings,2
3468,25.0,M,B,M,Early Morning (12-3am),1,Saturday,04,February,2017,20s,28.3,Clear,"2200 Block Somers DR Pittsburgh, PA 15219",40.44942249,-79.97568703,Bedford Dwellings,2
3469,22.0,M,O,M,Early Morning (12-3am),1,Saturday,04,February,2017,20s,28.3,Clear,"1700 Block E Carson ST Pittsburgh, PA 15203",40.4285852,-79.98186901,South Side Flats,3
3470,22.0,M,W,M,Morning (4-8am),7,Saturday,04,February,2017,20s,28.3,Clear,"Allegheny AV Pittsburgh, PA 15233",40.44893092,-80.01815518,Chateau,1
3471,58.0,M,B,M,Morning (4-8am),8,Saturday,04,February,2017,20s,28.3,Clear,"500 Block Hammond ST Pittsburgh, PA 15204",40.45519267,-80.05129974,Sheraden,6
3472,18.0,M,B,F,Late Morning (9am-12pm),9,Saturday,04,February,2017,20s,28.3,Clear,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45732934,-79.89625374,Homewood South,5
3473,30.0,M,B,F,Late Morning (9am-12pm),11,Saturday,04,February,2017,20s,28.3,Clear,"1000 Block Blackadore ST Pittsburgh, PA 15221",40.45766282,-79.88325344,Homewood North,5
3474,20.0,M,B,M,Late Morning (9am-12pm),12,Saturday,04,February,2017,20s,28.3,Clear,"2400 Block Maple AV Pittsburgh, PA 15214",40.46793619,-80.00853744,Perry South,1
3475,41.0,M,W,M,Early Evening (5-8pm),18,Saturday,04,February,2017,20s,28.3,Clear,"1000 Block Lilac ST Pittsburgh, PA 15217",40.42341067,-79.92969793,Greenfield,4
3476,34.0,F,H,M,Early Evening (5-8pm),18,Saturday,04,February,2017,20s,28.3,Clear,"1000 Block Lilac ST Pittsburgh, PA 15217",40.42341067,-79.92969793,Greenfield,4
3477,35.0,M,W,F,Early Afternoon (1-4pm),15,Saturday,04,February,2017,20s,28.3,Clear,"1100 Block Brownsville RD Pittsburgh, PA 15210",40.40493936,-79.99089923,Carrick,3
3478,40.0,M,W,M,Early Afternoon (1-4pm),16,Saturday,04,February,2017,20s,28.3,Clear,"500 Block Cabot WY Pittsburgh, PA 15203",40.42904871,-79.99485583,South Side Flats,3
3479,36.0,M,B,F,Late Morning (9am-12pm),9,Sunday,05,February,2017,30s,39.94,Overcast,"300 Block W North AV Pittsburgh, PA 15212",40.45494869,-80.00964027,Central North Side,1
3480,31.0,M,B,F,Early Afternoon (1-4pm),16,Sunday,05,February,2017,30s,39.94,Overcast,"4800 Block Penn AV Pittsburgh, PA 15224",40.46520537,-79.94624886,Bloomfield,5
3481,45.0,F,W,M,Late Morning (9am-12pm),12,Sunday,05,February,2017,30s,39.94,Overcast,"400 Block Lincoln AV Pittsburgh, PA 15206",40.46058872,-79.91187559,Larimer,5
3482,28.0,F,B,M,Early Afternoon (1-4pm),16,Sunday,05,February,2017,30s,39.94,Overcast,"8200 Block Frankstown AV Pittsburgh, PA 15221",40.45499789,-79.88082417,East Hills,5
3483,34.0,M,B,M,Morning (4-8am),8,Sunday,05,February,2017,30s,39.94,Overcast,"100 Block Dunlap ST Pittsburgh, PA 15214",40.48636694,-80.01465152,Perry North,1
3484,22.0,F,W,M,Late Morning (9am-12pm),12,Sunday,05,February,2017,30s,39.94,Overcast,"7400 Block Frankstown AV Pittsburgh, PA 15208",40.45632743,-79.8918662,Homewood South,5
3485,51.0,F,W,F,Early Afternoon (1-4pm),13,Sunday,05,February,2017,30s,39.94,Overcast,"1100 Block Brownsville RD Pittsburgh, PA 15210",40.40493936,-79.99089923,Carrick,3
3486,31.0,F,W,F,Early Morning (12-3am),1,Sunday,05,February,2017,30s,39.94,Overcast,"1600 Block Bellaire PL Pittsburgh, PA 15226",40.39342162,-80.00203786,Brookline,6
3487,37.0,M,W,M,Early Afternoon (1-4pm),15,Sunday,05,February,2017,30s,39.94,Overcast,"Banksville RD & Coast AV Pittsburgh, PA 15216",40.4093393,-80.03196127,Beechview,6
3488,28.0,F,W,M,Early Evening (5-8pm),17,Sunday,05,February,2017,30s,39.94,Overcast,"400 Block Minton ST Pittsburgh, PA 15204",40.45755028,-80.051449,Sheraden,6
3489,25.0,F,W,M,Early Evening (5-8pm),18,Sunday,05,February,2017,30s,39.94,Overcast,"Moultrie ST & Forbes AV Pittsburgh, PA 15219",40.437197,-79.97449008,Bluff,2
3490,70.0,M,W,M,Early Evening (5-8pm),18,Sunday,05,February,2017,30s,39.94,Overcast,"500 Block Brookline BL Pittsburgh, PA 15226",40.39562764,-80.02356666,Brookline,6
3491,32.0,M,W,F,Evening (9-12am),21,Sunday,05,February,2017,30s,39.94,Overcast,"Brookline BL & Pioneer AV Pittsburgh, PA 15226",40.39622987,-80.02366164,Brookline,6
3492,45.0,M,B,M,Early Morning (12-3am),1,Sunday,05,February,2017,30s,39.94,Overcast,"Penn AV & 20th ST Pittsburgh, PA 15222",40.45110615,-79.98395906,Strip District,2
3493,23.0,M,B,F,Early Morning (12-3am),1,Sunday,05,February,2017,30s,39.94,Overcast,"Anderson ST & Isabella ST Pittsburgh, PA 15212",40.44821848,-80.00050304,North Shore,1
3494,21.0,M,B,F,Early Morning (12-3am),1,Sunday,05,February,2017,30s,39.94,Overcast,"Anderson ST & Isabella ST Pittsburgh, PA 15212",40.44821848,-80.00050304,North Shore,1
3495,19.0,M,B,F,Early Morning (12-3am),1,Sunday,05,February,2017,30s,39.94,Overcast,"Anderson ST & Isabella ST Pittsburgh, PA 15212",40.44821848,-80.00050304,North Shore,1
3496,23.0,M,W,M,Early Morning (12-3am),2,Sunday,05,February,2017,30s,39.94,Overcast,"S 12th ST & E Carson ST Pittsburgh, PA 15203",40.42874965,-79.98642219,South Side Flats,3
3497,59.0,M,W,F,Late Morning (9am-12pm),12,Monday,06,February,2017,40s,48.49,Clear,"1800 Block West Liberty AV Pittsburgh, PA 15226",40.40639768,-80.0185628,Brookline,6
3498,32.0,F,B,M,Late Morning (9am-12pm),10,Monday,06,February,2017,40s,48.49,Clear,"700 Block Harker ST Pittsburgh, PA 15220",40.44011786,-80.0405668,Elliott,6
3499,49.0,M,W,F,Late Morning (9am-12pm),10,Monday,06,February,2017,40s,48.49,Clear,"2000 Block Wharton ST Pittsburgh, PA 15203",40.43002082,-79.97681333,South Side Flats,3
3500,33.0,F,B,F,Early Evening (5-8pm),20,Monday,06,February,2017,40s,48.49,Clear,"2000 Block Centre AV Pittsburgh, PA 15219",40.44358094,-79.9799791,Middle Hill,2
