,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
15666,35.0,M,W,M,Early Evening (5-8pm),19,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"2100 Block Walton AV Pittsburgh, PA 15210",40.39115346,-79.99427292,Overbrook,3
15667,17.0,M,B,M,Early Afternoon (1-4pm),14,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"600 Block Calera ST Pittsburgh, PA 15207",40.38030564,-79.93448669,Hays,4
15668,38.0,M,W,F,Late Morning (9am-12pm),12,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"6100 Block Penn AV Pittsburgh, PA 15206",40.46071477,-79.92378407,East Liberty,5
15669,60.0,F,W,M,Morning (4-8am),8,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"3500 Block Brighton RD Pittsburgh, PA 15212",40.479485700000005,-80.03096856,Brighton Heights,1
15670,31.0,M,B,M,Evening (9-12am),22,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"3000 Block Glen Mawr ST Pittsburgh, PA 15204",40.45672681,-80.05271355,Sheraden,6
15671,27.0,F,W,M,Early Afternoon (1-4pm),15,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45738892,-79.8962698,Homewood South,5
15672,25.0,M,U,M,Early Morning (12-3am),3,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"Grandview AV & Sweetbriar ST Pittsburgh, PA 15211",40.43930722,-80.02144727,Duquesne Heights,3
15673,40.0,M,W,M,Early Morning (12-3am),2,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"600 Block Boggs AV Pittsburgh, PA 15211",0.0,0.0,Mount Washington,3
15674,30.0,M,B,F,Early Morning (12-3am),3,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"200 Block S Highland AV Pittsburgh, PA 15232",40.45875586,-79.92529613,Shadyside,4
15675,26.0,F,W,M,Late Morning (9am-12pm),11,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"Hillsboro ST & Sheraden BL Pittsburgh, PA 15204",40.4533361,-80.05414781,Sheraden,6
15676,60.0,M,B,M,Early Morning (12-3am),1,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"Frankstown AV & Sterrett ST Pittsburgh, PA 15208",40.45690781,-79.89414833,Homewood North,5
15677,25.0,M,B,M,Early Evening (5-8pm),19,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"East Hills DR & Wilner DR Pittsburgh, PA 15221",40.45511222,-79.87114747,East Hills,5
15678,22.0,F,B,F,Evening (9-12am),21,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"800 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47575196,-79.9994764,Northview Heights,1
15679,40.0,M,B,F,Early Evening (5-8pm),20,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"500 Block El CT Pittsburgh, PA 15221",0.0,0.0,Homewood South,5
15680,35.0,M,B,M,Evening (9-12am),21,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"400 Block Cathedral AV Pittsburgh, PA 15210",40.41195524,-79.98162584,Mount Oliver,3
15681,18.0,M,W,M,Early Afternoon (1-4pm),14,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"1600 Block Hatteras ST Pittsburgh, PA 15212",40.46330974,-79.98433312,Troy Hill,1
15682,31.0,M,B,M,Early Afternoon (1-4pm),14,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"1600 Block Hatteras ST Pittsburgh, PA 15212",40.46330974,-79.98433312,Troy Hill,1
15683,15.0,M,B,M,Late Morning (9am-12pm),12,Thursday,06,September,2018,80s,85.51,Mostly Cloudy,"3100 Block CENTRE AV PITTSBURGH, PA 15219",40.44884293,-79.96202098,Upper Hill,2
15684,35.0,M,W,M,Early Morning (12-3am),3,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"600 Block Virgin WY Pittsburgh, PA 15212",0.0,0.0,East Allegheny,1
15685,43.0,M,B,F,Early Afternoon (1-4pm),14,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"10 Block Ainsworth ST Pittsburgh, PA 15220",40.44402008,-80.03960257,Elliott,6
15686,27.0,M,B,M,Early Afternoon (1-4pm),13,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"200 Block Copperfield AV Pittsburgh, PA 15210",0.0,0.0,Carrick,3
15687,36.0,M,W,M,Early Evening (5-8pm),19,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Virgin WY & Nash ST Pittsburgh, PA 15212",40.45361043,-79.99814375,East Allegheny,1
15688,38.0,M,W,M,Early Afternoon (1-4pm),14,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"100 Block Parkfield ST Pittsburgh, PA 15210",40.39130628,-79.98736814,Carrick,3
15689,20.0,M,B,M,Early Evening (5-8pm),19,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"600 Block Climax ST Pittsburgh, PA 15210",40.41992014,-79.99730879,Allentown,3
15690,27.0,M,B,M,Early Afternoon (1-4pm),13,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"20 Block Southern AV Pittsburgh, PA 15211",40.42888755,-80.00755209,Mount Washington,3
15691,44.0,M,W,M,Early Afternoon (1-4pm),15,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"2400 Block E Carson ST Pittsburgh, PA 15203",40.427955600000004,-79.97078823,South Side Flats,3
15692,52.0,F,B,M,Early Afternoon (1-4pm),16,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"1800 Block Marmaduke ST Pittsburgh, PA 15212",40.48358019,-80.04195105,Brighton Heights,1
15693,34.0,F,B,M,Early Evening (5-8pm),17,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"2000 Block Beechwood BL Pittsburgh, PA 15217",40.43620522,-79.90893009,Squirrel Hill South,4
15694,30.0,M,B,F,Early Evening (5-8pm),18,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"1500 Block Methyl ST Pittsburgh, PA 15216",40.41284639,-80.02594527,Beechview,6
15695,40.0,M,W,M,Early Evening (5-8pm),18,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Rose ST & Kearney WY Pittsburgh, PA 15219",40.44213334,-79.98103421,Crawford-Roberts,2
15696,41.0,M,W,M,Early Evening (5-8pm),18,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Rose ST & Kearney WY Pittsburgh, PA 15219",40.44213334,-79.98103421,Crawford-Roberts,2
15697,32.0,M,W,M,Early Evening (5-8pm),20,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"East ST & Venture ST Pittsburgh, PA 15214",40.48533998,-80.00953929,Perry North,1
15698,39.0,M,W,M,Early Evening (5-8pm),18,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Eckert ST & Beaver AV Pittsburgh, PA 15212",0.0,0.0,Marshall-Shadeland,1
15699,28.0,M,B,M,Early Evening (5-8pm),19,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"3200 Block E Carson ST Pittsburgh, PA 15203",40.46151075,-80.05035239,South Side Flats,3
15700,27.0,M,W,M,Early Evening (5-8pm),19,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"3200 Block E Carson ST Pittsburgh, PA 15203",40.46151075,-80.05035239,South Side Flats,3
15701,29.0,M,B,M,Early Evening (5-8pm),20,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Penn AV & N Aiken AV Pittsburgh, PA 15224",40.46466856,-79.93645364,Bloomfield,5
15702,38.0,M,B,M,Early Evening (5-8pm),20,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Penn AV & N Aiken AV Pittsburgh, PA 15224",40.46466856,-79.93645364,Bloomfield,5
15703,39.0,M,W,M,Early Evening (5-8pm),20,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Beltzhoover AV & Mc Lain ST Pittsburgh, PA 15210",40.42419832,-79.99748538,Allentown,3
15704,28.0,M,H,F,Evening (9-12am),21,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"1500 Block Beechview AV Pittsburgh, PA 15216",40.41287601,-80.0251387,Beechview,6
15705,39.0,F,B,M,Evening (9-12am),22,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"6700 Block Rowan ST Pittsburgh, PA 15206",40.46432512,-79.90316213,Lincoln-Lemington-Belmar,5
15706,43.0,M,B,M,Evening (9-12am),22,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"400 Block East Commons Pittsburgh, PA 15212",40.45016205,-80.00578106,Allegheny Center,1
15707,34.0,M,W,M,Evening (9-12am),23,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"500 Block S Winebiddle ST Pittsburgh, PA 15224",40.45880079,-79.94376076,Bloomfield,5
15708,52.0,M,B,M,Late Morning (9am-12pm),10,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"S 17th ST & E Carson ST Pittsburgh, PA 15203",40.4288429,-79.9820509,South Side Flats,3
15709,55.0,M,W,M,Late Morning (9am-12pm),11,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"S 17th ST & E Carson ST Pittsburgh, PA 15203",40.4288429,-79.9820509,South Side Flats,3
15710,55.0,F,B,M,Early Afternoon (1-4pm),13,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"800 Block Memory LANE Pittsburgh, PA 15219",0.0,0.0,Bedford Dwellings,2
15711,45.0,F,W,F,Early Afternoon (1-4pm),14,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"900 Block Freeport RD Pittsburgh, PA 15238",40.486118499999996,-79.89235295,Lincoln-Lemington-Belmar,5
15712,28.0,F,B,M,Early Afternoon (1-4pm),15,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"5600 Block Baum BL Pittsburgh, PA 15232",40.45771691,-79.93533068,Friendship,5
15713,48.0,M,B,M,Early Morning (12-3am),2,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Sterrett ST & Hamilton AV Pittsburgh, PA 15208",40.45411303,-79.89523398,Homewood South,5
15714,24.0,M,B,F,Early Morning (12-3am),1,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"Roland ST & S 17th ST Pittsburgh, PA 15203",40.42853331,-79.98208557,South Side Flats,3
15715,39.0,F,W,F,Morning (4-8am),6,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"4600 Block Centre AV Pittsburgh, PA 15213",40.45190965,-79.95199169,North Oakland,4
15716,31.0,F,B,M,Morning (4-8am),6,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"4600 Block Centre AV Pittsburgh, PA 15213",40.45190965,-79.95199169,North Oakland,4
15717,27.0,F,B,M,Late Morning (9am-12pm),9,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"7200 Block Kelly ST Pittsburgh, PA 15208",40.45551865,-79.89699563,Homewood South,5
15718,40.0,M,B,M,Late Morning (9am-12pm),9,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45738892,-79.8962698,Homewood North,5
15719,59.0,M,B,M,Late Morning (9am-12pm),9,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45738892,-79.8962698,Homewood North,5
15720,25.0,M,B,M,Late Morning (9am-12pm),11,Friday,07,September,2018,70s,78.71,Mostly Cloudy,"2100 Block Bedford AV Pittsburgh, PA 15219",40.44705788,-79.98068574,Bedford Dwellings,2
15721,46.0,M,B,M,Early Evening (5-8pm),20,Saturday,08,September,2018,60s,65.32,Overcast,"7300 Block Monticello ST Pittsburgh, PA 15208",40.45883755,-79.89325313,Homewood North,5
15722,31.0,M,B,M,Late Morning (9am-12pm),11,Saturday,08,September,2018,60s,65.32,Overcast,"5100 Block Chaplain WY Pittsburgh, PA 15207",0.0,0.0,Hazelwood,4
15723,41.0,M,B,M,Early Morning (12-3am),2,Saturday,08,September,2018,60s,65.32,Overcast,"Brownsville RD & E Meyers ST Pittsburgh, PA 15210",40.39983107,-79.98908124,Carrick,3
15724,17.0,M,B,F,Early Evening (5-8pm),18,Saturday,08,September,2018,60s,65.32,Overcast,"Breker ST & Dickson ST Pittsburgh, PA 15212",40.47001704,-80.02906684,Marshall-Shadeland,1
15725,38.0,M,W,M,Late Morning (9am-12pm),9,Saturday,08,September,2018,60s,65.32,Overcast,"80 Block Wenzell PL Pittsburgh, PA 15216",40.39851124,-80.02888621,Beechview,6
15726,20.0,M,B,M,Late Morning (9am-12pm),11,Saturday,08,September,2018,60s,65.32,Overcast,"S 17th ST & E Carson ST Pittsburgh, PA 15203",40.4288429,-79.9820509,South Side Flats,3
15727,31.0,M,B,M,Late Morning (9am-12pm),11,Saturday,08,September,2018,60s,65.32,Overcast,"Lytle ST & W Elizabeth ST Pittsburgh, PA 15207",40.40675374,-79.94533285,Hazelwood,4
15728,39.0,F,W,M,Late Morning (9am-12pm),11,Saturday,08,September,2018,60s,65.32,Overcast,"Liberty AV & 6th ST Pittsburgh, PA 15222",40.44193175,-80.00179771,Central Business District,2
15729,41.0,F,W,M,Late Morning (9am-12pm),11,Saturday,08,September,2018,60s,65.32,Overcast,"Brady ST & 2nd AV Pittsburgh, PA 15219",40.43581494,-79.9726355,Bluff,2
15730,46.0,F,W,M,Early Afternoon (1-4pm),13,Saturday,08,September,2018,60s,65.32,Overcast,"E North AV & Howard ST Pittsburgh, PA 15212",40.45684717,-79.99923570000001,East Allegheny,1
15731,48.0,M,B,F,Early Afternoon (1-4pm),14,Saturday,08,September,2018,60s,65.32,Overcast,"200 Block 5th AV Pittsburgh, PA 15222",40.4412364,-80.00207711,Central Business District,2
15732,36.0,M,W,M,Early Afternoon (1-4pm),16,Saturday,08,September,2018,60s,65.32,Overcast,"Southern AV & Boggs AV Pittsburgh, PA 15211",40.41580023,-80.01304972,Mount Washington,3
15733,30.0,M,W,M,Early Evening (5-8pm),18,Saturday,08,September,2018,60s,65.32,Overcast,"N Charles ST & Canter WY Pittsburgh, PA 15214",40.470910499999995,-80.00914744,Perry South,1
15734,42.0,M,W,M,Early Evening (5-8pm),18,Saturday,08,September,2018,60s,65.32,Overcast,"2000 Block Redrose AV Pittsburgh, PA 15210",40.39556302,-79.98172772,Carrick,3
15735,46.0,M,B,F,Early Evening (5-8pm),20,Saturday,08,September,2018,60s,65.32,Overcast,"7200 Block Felicia WY Pittsburgh, PA 15208",40.45693322,-79.89644675,Homewood South,5
15736,52.0,M,B,M,Early Evening (5-8pm),20,Saturday,08,September,2018,60s,65.32,Overcast,"7200 Block Felicia WY Pittsburgh, PA 15208",40.45693322,-79.89644675,Homewood South,5
15737,23.0,F,W,M,Early Evening (5-8pm),20,Saturday,08,September,2018,60s,65.32,Overcast,"200 Block North Shore DR Pittsburgh, PA 15212",40.45528106,-80.00887374,North Shore,1
15738,21.0,M,W,M,Late Morning (9am-12pm),12,Saturday,08,September,2018,60s,65.32,Overcast,"3900 Block Forbes AV & Bigelow BL Pittsburgh, PA 15213",40.44186162,-79.95575314,North Oakland,4
15739,27.0,M,W,M,Morning (4-8am),8,Saturday,08,September,2018,60s,65.32,Overcast,"100 Block Newburn AV Pittsburgh, PA 15227",0.0,0.0,Carrick,3
15740,30.0,M,B,M,Morning (4-8am),6,Saturday,08,September,2018,60s,65.32,Overcast,"2200 Block Somers DR Pittsburgh, PA 15219",40.44942565,-79.97558894,Bedford Dwellings,2
15741,29.0,M,B,M,Early Morning (12-3am),1,Saturday,08,September,2018,60s,65.32,Overcast,"S 15th ST & E Carson ST Pittsburgh, PA 15203",40.42882314,-79.98342824,South Side Flats,3
15742,55.0,M,B,F,Late Morning (9am-12pm),9,Sunday,09,September,2018,50s,59.06,Rain,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089356,-80.0009078,East Allegheny,1
15743,25.0,F,B,M,Late Morning (9am-12pm),10,Sunday,09,September,2018,50s,59.06,Rain,"100 Block Rhine PL Pittsburgh, PA 15212",40.46535965,-79.99204185,Spring Hill-City View,1
15744,57.0,M,B,M,Early Afternoon (1-4pm),16,Sunday,09,September,2018,50s,59.06,Rain,"E Carson ST & S 14th ST Pittsburgh, PA 15203",40.42880715,-79.98414905,South Side Flats,3
15745,43.0,M,W,M,Early Evening (5-8pm),17,Sunday,09,September,2018,50s,59.06,Rain,"200 Block Ater WY Pittsburgh, PA 15201",40.46649162,-79.96449765,Lower Lawrenceville,2
15746,23.0,M,B,M,Early Morning (12-3am),2,Sunday,09,September,2018,50s,59.06,Rain,"5600 Block 5th AV Pittsburgh, PA 15232",40.44916934,-79.93043443,Shadyside,4
15747,25.0,M,W,M,Early Morning (12-3am),2,Sunday,09,September,2018,50s,59.06,Rain,"200 Block Edith ST Pittsburgh, PA 15211",40.43950973,-80.02353419,Duquesne Heights,3
15748,30.0,M,B,M,Late Morning (9am-12pm),12,Sunday,09,September,2018,50s,59.06,Rain,"800 Block Suismon ST Pittsburgh, PA 15212",40.45578159,-79.99732251,East Allegheny,1
15749,34.0,M,W,M,Evening (9-12am),23,Sunday,09,September,2018,50s,59.06,Rain,"1600 Block Seaton ST Pittsburgh, PA 15226",40.38879954,-80.00929067,Brookline,6
15750,28.0,M,B,F,Early Evening (5-8pm),19,Monday,10,September,2018,60s,65.05,Rain,"200 Block Marshall AV Pittsburgh, PA 15214",40.47507685,-80.01370868,Perry South,1
15751,33.0,F,W,M,Early Evening (5-8pm),20,Monday,10,September,2018,60s,65.05,Rain,"100 Block Southern AV Pittsburgh, PA 15211",40.42704891,-80.00916642,Mount Washington,3
15752,24.0,M,B,M,Early Afternoon (1-4pm),14,Monday,10,September,2018,60s,65.05,Rain,"10 Block Courtright ST Pittsburgh, PA 15212",40.47540749,-80.03140649,Marshall-Shadeland,1
15753,34.0,M,W,M,Early Evening (5-8pm),18,Monday,10,September,2018,60s,65.05,Rain,"3100 Block Westborn ST Pittsburgh, PA 15212",40.47367879,-80.0287687,Marshall-Shadeland,1
15754,38.0,M,W,F,Early Morning (12-3am),3,Monday,10,September,2018,60s,65.05,Rain,"1400 Block Brookline BL Pittsburgh, PA 15226",40.39241968,-80.00786587,Brookline,6
15755,13.0,M,B,M,Early Afternoon (1-4pm),13,Monday,10,September,2018,60s,65.05,Rain,"2900 Block Cake WY Pittsburgh, PA 15212",40.470585299999996,-80.0310118,Marshall-Shadeland,1
15756,15.0,M,B,F,Early Evening (5-8pm),19,Monday,10,September,2018,60s,65.05,Rain,"7400 Block Monticello ST Pittsburgh, PA 15208",40.45832161,-79.89101593,Homewood North,5
15757,14.0,M,W,M,Early Evening (5-8pm),20,Monday,10,September,2018,60s,65.05,Rain,"800 Block N Highland AV Pittsburgh, PA 15206",40.46976349,-79.92072169,Highland Park,5
15758,31.0,M,W,M,Late Morning (9am-12pm),12,Monday,10,September,2018,60s,65.05,Rain,"1400 Block 5th AV Pittsburgh, PA 15219",40.43837791,-79.98631336,Bluff,2
15759,28.0,M,B,M,Early Morning (12-3am),3,Monday,10,September,2018,60s,65.05,Rain,"7100 Block Idlewild ST Pittsburgh, PA 15208",40.45867455,-79.89819614,Homewood North,5
15760,30.0,M,W,M,Early Afternoon (1-4pm),14,Monday,10,September,2018,60s,65.05,Rain,"100 Block Renova ST Pittsburgh, PA 15207",40.40049088,-79.93940735,Hazelwood,4
15761,39.0,F,B,F,Early Afternoon (1-4pm),15,Monday,10,September,2018,60s,65.05,Rain,"Smithfield ST & Forbes AV Pittsburgh, PA 15222",40.43942106,-79.99909672,Central Business District,2
15762,36.0,M,B,M,Early Afternoon (1-4pm),16,Monday,10,September,2018,60s,65.05,Rain,"N Beatty ST & Kirkwood ST Pittsburgh, PA 15206",40.46268493,-79.92651126,East Liberty,5
15763,49.0,M,B,F,Early Evening (5-8pm),17,Monday,10,September,2018,60s,65.05,Rain,"200 Block 6th ST Pittsburgh, PA 15222",40.44232872,-80.00019718,Central Business District,2
15764,19.0,F,B,F,Early Afternoon (1-4pm),16,Monday,10,September,2018,60s,65.05,Rain,"Forbes AV & Wood ST Pittsburgh, PA 15222",40.44009713,-80.00082993,Central Business District,2
15765,29.0,M,W,F,Morning (4-8am),5,Tuesday,11,September,2018,60s,67.19,Overcast,"1000 Block Bingham ST Pittsburgh, PA 15203",40.42940322,-79.98858452,South Side Flats,3
15766,28.0,M,W,M,Late Morning (9am-12pm),10,Tuesday,11,September,2018,60s,67.19,Overcast,"900 Block Mc Candless ST Pittsburgh, PA 15201",40.47889653,-79.94965751,Upper Lawrenceville,2
15767,24.0,M,B,M,Evening (9-12am),21,Tuesday,11,September,2018,60s,67.19,Overcast,"300 Block Dinwiddie ST Pittsburgh, PA 15219",40.44135763,-79.98056867,Crawford-Roberts,2
15768,43.0,F,W,M,Morning (4-8am),8,Tuesday,11,September,2018,60s,67.19,Overcast,"100 Block Magee ST Pittsburgh, PA 15219",40.43832348,-79.98829709,Bluff,2
15769,30.0,M,W,M,Early Morning (12-3am),3,Tuesday,11,September,2018,60s,67.19,Overcast,"2300 Block Eccles ST Pittsburgh, PA 15210",40.41814412,-79.97426349,South Side Slopes,3
15770,18.0,M,B,F,Late Morning (9am-12pm),10,Tuesday,11,September,2018,60s,67.19,Overcast,"400 Block Cinema DR Pittsburgh, PA 15203",0.0,0.0,South Side Flats,3
15771,35.0,M,B,M,Late Morning (9am-12pm),11,Tuesday,11,September,2018,60s,67.19,Overcast,"1500 Block Alton ST Pittsburgh, PA 15216",40.41192109,-80.02124005,Beechview,6
15772,25.0,F,W,M,Early Evening (5-8pm),20,Tuesday,11,September,2018,60s,67.19,Overcast,"1800 Block Haddon WY Pittsburgh, PA 15226",40.40536917,-80.01876692,Brookline,6
15773,56.0,M,B,M,Early Morning (12-3am),3,Tuesday,11,September,2018,60s,67.19,Overcast,"Ohio River BL & Marshall Ave RAMP Pittsburgh, PA ",0.0,0.0,Chateau,1
15774,37.0,M,W,M,Early Evening (5-8pm),19,Tuesday,11,September,2018,60s,67.19,Overcast,"1100 Block Highwood ST Pittsburgh, PA 15212",40.46835222,-80.02526439,Marshall-Shadeland,1
15775,33.0,M,B,M,Early Evening (5-8pm),19,Tuesday,11,September,2018,60s,67.19,Overcast,"Bennett ST & Collier ST Pittsburgh, PA 15208",40.45547092,-79.89226854,Homewood South,5
15776,25.0,F,W,M,Evening (9-12am),21,Tuesday,11,September,2018,60s,67.19,Overcast,"900 Block Brookline BL Pittsburgh, PA 15226",40.39287944,-80.01918981,Brookline,6
15777,22.0,M,H,M,Early Afternoon (1-4pm),14,Tuesday,11,September,2018,60s,67.19,Overcast,"West Liberty AV & Pioneer AV Pittsburgh, PA 15226",40.41292009,-80.01012322,Brookline,6
15778,48.0,F,W,M,Early Morning (12-3am),1,Tuesday,11,September,2018,60s,67.19,Overcast,"Beltzhoover AV & Sylvania AV Pittsburgh, PA 15210",40.41751797,-79.99725212,Beltzhoover,3
15779,21.0,F,B,M,Late Morning (9am-12pm),12,Tuesday,11,September,2018,60s,67.19,Overcast,"500 Block Mt Pleasant RD Pittsburgh, PA 15214",0.0,0.0,Northview Heights,1
15780,30.0,F,B,M,Early Afternoon (1-4pm),13,Tuesday,11,September,2018,60s,67.19,Overcast,"1200 Block Federal ST Pittsburgh, PA 15212",40.45603437,-80.00649197,Central North Side,1
15781,31.0,M,B,M,Early Afternoon (1-4pm),16,Tuesday,11,September,2018,60s,67.19,Overcast,"N St Clair ST & Broad ST Pittsburgh, PA 15206",40.46384664,-79.92821146,East Liberty,5
15782,33.0,F,W,M,Early Evening (5-8pm),17,Tuesday,11,September,2018,60s,67.19,Overcast,"Brackenridge ST & Oak Hill DR Pittsburgh, PA 15219",40.44464063,-79.96986057,Central Business District,2
15783,57.0,M,W,M,Early Evening (5-8pm),17,Tuesday,11,September,2018,60s,67.19,Overcast,"Brackenridge ST & Oak Hill DR Pittsburgh, PA 15219",40.44464063,-79.96986057,Central Business District,2
15784,32.0,M,W,F,Early Evening (5-8pm),20,Tuesday,11,September,2018,60s,67.19,Overcast,"200 Block Kingsboro ST Pittsburgh, PA 15211",40.42179006,-80.00243499,Mount Washington,3
15785,24.0,M,B,M,Morning (4-8am),5,Wednesday,12,September,2018,70s,70.61,Drizzle,"Bigelow ST Pittsburgh, PA 15207",40.42238903,-79.94784541,Greenfield,4
15786,45.0,M,B,F,Early Evening (5-8pm),17,Wednesday,12,September,2018,70s,70.61,Drizzle,"3800 Block Bates ST Pittsburgh, PA 15213",40.43864957,-79.95338692,Central Oakland,4
15787,27.0,F,B,F,Early Afternoon (1-4pm),16,Wednesday,12,September,2018,70s,70.61,Drizzle,"900 Block Penn AV Pittsburgh, PA 15222",40.44361867,-79.99804688,Central Business District,2
15788,27.0,F,H,M,Evening (9-12am),21,Wednesday,12,September,2018,70s,70.61,Drizzle,"Penn AV & Stanwix ST Pittsburgh, PA 15222",40.44222084,-80.00411738,Central Business District,2
15789,27.0,M,W,M,Morning (4-8am),8,Wednesday,12,September,2018,70s,70.61,Drizzle,"2100 Block Federal EXT Pittsburgh, PA 15214",0.0,0.0,Perry South,1
15790,53.0,M,B,F,Late Morning (9am-12pm),11,Wednesday,12,September,2018,70s,70.61,Drizzle,"River AV & 31st St BRDG Pittsburgh, PA 15212",0.0,0.0,Troy Hill,1
15791,33.0,M,B,M,Morning (4-8am),8,Wednesday,12,September,2018,70s,70.61,Drizzle,"2200 Block Bedford AV Pittsburgh, PA 15219",40.44812952,-79.97810106,Bedford Dwellings,2
15792,16.0,M,B,F,Early Evening (5-8pm),18,Wednesday,12,September,2018,70s,70.61,Drizzle,"Sandusky ST & Lacock ST Pittsburgh, PA 15212",40.44949482,-80.0025615,North Shore,1
15793,15.0,F,B,F,Early Afternoon (1-4pm),16,Wednesday,12,September,2018,70s,70.61,Drizzle,"30 Block Almeda ST Pittsburgh, PA 15207",40.40303048,-79.94056091,Hazelwood,4
15794,14.0,M,U,M,Late Morning (9am-12pm),10,Wednesday,12,September,2018,70s,70.61,Drizzle,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15212",40.48755929,-80.01602422,Perry North,1
15795,14.0,M,B,F,Late Morning (9am-12pm),10,Wednesday,12,September,2018,70s,70.61,Drizzle,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15212",40.48755929,-80.01602422,Perry North,1
15796,15.0,M,B,F,Late Morning (9am-12pm),10,Wednesday,12,September,2018,70s,70.61,Drizzle,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15212",40.48755929,-80.01602422,Perry North,1
15797,15.0,M,B,F,Late Morning (9am-12pm),10,Wednesday,12,September,2018,70s,70.61,Drizzle,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15212",40.48755929,-80.01602422,Perry North,1
15798,28.0,M,B,F,Early Afternoon (1-4pm),16,Wednesday,12,September,2018,70s,70.61,Drizzle,"1900 Block 5th AV Pittsburgh, PA 15219",40.43598384,-80.05204205,Crawford-Roberts,2
15799,32.0,M,H,M,Early Evening (5-8pm),19,Wednesday,12,September,2018,70s,70.61,Drizzle,"Glenwood AV & 2nd AV Pittsburgh, PA 15207",40.401016,-79.93941569,Hazelwood,4
15800,36.0,M,W,F,Morning (4-8am),8,Wednesday,12,September,2018,70s,70.61,Drizzle,"Ohio River BL & I-279 RAMP Pittsburgh, PA 15212",0.0,0.0,Manchester,1
15801,27.0,M,W,M,Early Afternoon (1-4pm),16,Wednesday,12,September,2018,70s,70.61,Drizzle,"1400 Block W Carson ST Pittsburgh, PA 15219",40.42865656,-79.98403429,South Shore,3
15802,19.0,M,W,M,Early Afternoon (1-4pm),16,Wednesday,12,September,2018,70s,70.61,Drizzle,"1400 Block W Carson ST Pittsburgh, PA 15219",40.42865656,-79.98403429,South Shore,3
